0,0.00011097,1
0.001,0.00038512,1
0.002,0.0009865,1
0.003,0.001881,1
0.004,0.002617,1
0.005,0.0033043,1
0.006,0.0036271,1
0.007,0.0046641,1
0.008,0.0051511,1
0.009,0.0055104,1
0.01,0.0059072,1
0.011,0.0069429,1
0.012,0.0071994,1
0.013,0.0077788,1
0.014,0.0086912,1
0.015,0.009194,1
0.016,0.010014,1
0.017,0.01019,1
0.018,0.011059,1
0.019,0.011557,1
0.02,0.01214,1
0.021,0.01227,1
0.022,0.012635,1
0.023,0.013631,1
0.024,0.01406,1
0.025,0.014624,1
0.026,0.015113,1
0.027,0.015897,1
0.028,0.015924,1
0.029,0.016395,1
0.03,0.017288,1
0.031,0.017328,1
0.032,0.018317,1
0.033,0.01825,1
0.034,0.018803,1
0.035,0.019289,1
0.036,0.019895,1
0.037,0.020467,1
0.038,0.020648,1
0.039,0.021317,1
0.04,0.021674,1
0.041,0.022432,1
0.042,0.022339,1
0.043,0.023193,1
0.044,0.023525,1
0.045,0.023741,1
0.046,0.024128,1
0.047,0.024854,1
0.048,0.024911,1
0.049,0.02576,1
0.05,0.02583,-1
0.051,0.025374,-1
0.052,0.024111,-1
0.053,0.023536,-1
0.054,0.022411,-1
0.055,0.021562,-1
0.056,0.020753,-1
0.057,0.019944,-1
0.058,0.018762,-1
0.059,0.018619,-1
0.06,0.017688,-1
0.061,0.016782,-1
0.062,0.015907,-1
0.063,0.014812,-1
0.064,0.014179,-1
0.065,0.013618,-1
0.066,0.01304,-1
0.067,0.012159,-1
0.068,0.011261,-1
0.069,0.010243,-1
0.07,0.0095277,-1
0.071,0.0087246,-1
0.072,0.0083587,-1
0.073,0.0074032,-1
0.074,0.0065984,-1
0.075,0.0057707,-1
0.076,0.0055497,-1
0.077,0.004952,-1
0.078,0.0036283,-1
0.079,0.0032746,-1
0.08,0.0026748,-1
0.081,0.0016774,-1
0.082,0.00091451,-1
0.083,0.00071101,-1
0.084,-0.00012092,-1
0.085,-0.00083212,-1
0.086,-0.001141,-1
0.087,-0.002289,-1
0.088,-0.002501,-1
0.089,-0.0030989,-1
0.09,-0.0036674,-1
0.091,-0.0047261,-1
0.092,-0.0049438,-1
0.093,-0.0058584,-1
0.094,-0.0065613,-1
0.095,-0.0070501,-1
0.096,-0.0073532,-1
0.097,-0.0082499,-1
0.098,-0.0086865,-1
0.099,-0.0092639,-1
0.1,-0.0097886,1
0.101,-0.0091212,1
0.102,-0.007968,1
0.103,-0.0072394,1
0.104,-0.0069592,1
0.105,-0.0062437,1
0.106,-0.0054369,1
0.107,-0.0045243,1
0.108,-0.0038334,1
0.109,-0.0036131,1
0.11,-0.0025971,1
0.111,-0.0023138,1
0.112,-0.00099805,1
0.113,-0.00053551,1
0.114,0.00021192,1
0.115,0.00090196,1
0.116,0.0013796,1
0.117,0.0021927,1
0.118,0.0023831,1
0.119,0.0031963,1
0.12,0.0035724,1
0.121,0.0040931,1
0.122,0.0048718,1
0.123,0.0055842,1
0.124,0.006565,1
0.125,0.0067047,1
0.126,0.0072403,1
0.127,0.0080693,1
0.128,0.0084098,1
0.129,0.0094451,1
0.13,0.0096526,1
0.131,0.010042,1
0.132,0.010988,1
0.133,0.011414,1
0.134,0.011913,1
0.135,0.01261,1
0.136,0.013091,1
0.137,0.013812,1
0.138,0.013873,1
0.139,0.014856,1
0.14,0.014913,1
0.141,0.015484,1
0.142,0.016258,1
0.143,0.016387,1
0.144,0.016836,1
0.145,0.017388,1
0.146,0.017754,1
0.147,0.018645,1
0.148,0.019001,1
0.149,0.019587,1
0.15,0.019576,-1
0.151,0.019157,-1
0.152,0.017943,-1
0.153,0.017498,-1
0.154,0.01631,-1
0.155,0.015622,-1
0.156,0.014992,-1
0.157,0.014482,-1
0.158,0.013669,-1
0.159,0.012816,-1
0.16,0.011623,-1
0.161,0.011324,-1
0.162,0.010253,-1
0.163,0.0094675,-1
0.164,0.0087308,-1
0.165,0.0081939,-1
0.166,0.007379,-1
0.167,0.0068321,-1
0.168,0.00569,-1
0.169,0.0053121,-1
0.17,0.0045025,-1
0.171,0.0041934,-1
0.172,0.0033555,-1
0.173,0.0028535,-1
0.174,0.0019002,-1
0.175,0.0010686,-1
0.176,0.00060042,-1
0.177,0.00021982,-1
0.178,-0.00041583,-1
0.179,-0.0012947,-1
0.18,-0.0023404,-1
0.181,-0.0027994,-1
0.182,-0.0033772,-1
0.183,-0.0039034,-1
0.184,-0.0042951,-1
0.185,-0.0051014,-1
0.186,-0.0055123,-1
0.187,-0.0064483,-1
0.188,-0.0068143,-1
0.189,-0.0076244,-1
0.19,-0.0081809,-1
0.191,-0.0086625,-1
0.192,-0.0092599,-1
0.193,-0.0097626,-1
0.194,-0.010178,-1
0.195,-0.010943,-1
0.196,-0.01139,-1
0.197,-0.012134,-1
0.198,-0.01264,-1
0.199,-0.012946,-1
0.2,-0.013872,1
0.201,-0.012556,1
0.202,-0.012359,1
0.203,-0.010932,1
0.204,-0.010293,1
0.205,-0.0099754,1
0.206,-0.0092873,1
0.207,-0.0083002,1
0.208,-0.0077244,1
0.209,-0.0071625,1
0.21,-0.006433,1
0.211,-0.0051378,1
0.212,-0.0049528,1
0.213,-0.004003,1
0.214,-0.0033245,1
0.215,-0.0029973,1
0.216,-0.0020287,1
0.217,-0.0012928,1
0.218,-0.00063048,1
0.219,0.00020057,1
0.22,0.00047579,1
0.221,0.0011491,1
0.222,0.0020433,1
0.223,0.0025494,1
0.224,0.0032326,1
0.225,0.003555,1
0.226,0.0047162,1
0.227,0.0052636,1
0.228,0.005817,1
0.229,0.0062677,1
0.23,0.0071307,1
0.231,0.0072863,1
0.232,0.0077923,1
0.233,0.0084898,1
0.234,0.0090588,1
0.235,0.0093779,1
0.236,0.010372,1
0.237,0.01059,1
0.238,0.011173,1
0.239,0.0119,1
0.24,0.012149,1
0.241,0.012642,1
0.242,0.013521,1
0.243,0.013704,1
0.244,0.014497,1
0.245,0.015097,1
0.246,0.015687,1
0.247,0.016283,1
0.248,0.01652,1
0.249,0.016888,1
0.25,0.017602,-1
0.251,0.016838,-1
0.252,0.015954,-1
0.253,0.014832,-1
0.254,0.014377,-1
0.255,0.013405,-1
0.256,0.012897,-1
0.257,0.012251,-1
0.258,0.011029,-1
0.259,0.010357,-1
0.26,0.009506,-1
0.261,0.0090304,-1
0.262,0.0085383,-1
0.263,0.0072771,-1
0.264,0.0070486,-1
0.265,0.006292,-1
0.266,0.0051501,-1
0.267,0.0045768,-1
0.268,0.0042667,-1
0.269,0.0034891,-1
0.27,0.0024272,-1
0.271,0.0022019,-1
0.272,0.0016238,-1
0.273,0.00052394,-1
0.274,-0.00023588,-1
0.275,-0.0006622,-1
0.276,-0.001513,-1
0.277,-0.0022137,-1
0.278,-0.0025884,-1
0.279,-0.0033489,-1
0.28,-0.0037989,-1
0.281,-0.0042969,-1
0.282,-0.0049069,-1
0.283,-0.0058764,-1
0.284,-0.0065348,-1
0.285,-0.0070409,-1
0.286,-0.0072993,-1
0.287,-0.0080994,-1
0.288,-0.0088214,-1
0.289,-0.009169,-1
0.29,-0.0098856,-1
0.291,-0.010055,-1
0.292,-0.010542,-1
0.293,-0.011071,-1
0.294,-0.011724,-1
0.295,-0.012531,-1
